	GSM4455458	GSM4455459	GSM4455460	GSM4455461	GSM4455462	GSM4455463	GSM4455464	GSM4455465	GSM4455466
LOC105375579	0	0	0	0	0	0	0	0	0
LOC107986750	0	0	0	0	0	0	0	0	0
DPP6	3	2	2	3	5	4	7	13	1
LOC107986722	0	0	0	0	0	0	1	0	0
LOC101929998	0	0	0	0	0	0	0	0	0
LOC107984014	0	0	0	0	0	0	0	0	0
LOC105375582	0	0	0	0	0	0	0	0	0
LOC112267989	0	0	1	0	0	1	3	1	0
LOC105375581	0	0	0	0	1	1	2	1	1
LOC105375580	0	0	0	0	0	0	0	0	0
PAXIP1-AS2	77	194	84	254	192	350	315	197	216
PAXIP1	154	487	180	534	360	620	650	243	391
PAXIP1-DT	37	210	69	266	145	340	449	289	213
HTR5A-AS1	0	0	0	0	0	0	0	0	0
HTR5A	0	0	0	0	0	0	0	0	0
LOC105375584	0	0	0	0	0	0	0	0	0
LOC105375586	0	0	0	0	1	0	2	0	1
LOC105375587	0	0	0	2	0	0	0	1	6
LOC105375588	0	3	1	14	2	15	0	15	51
LOC105375589	1	0	0	1	0	3	0	2	10
INSIG1-DT	27	81	66	225	135	179	48	62	164
INSIG1	2615	11994	7268	19490	13889	6964	3503	1740	13239
LOC105375592	0	0	0	0	0	0	0	0	0
BLACE	3	0	0	3	2	0	1	3	2
LOC105375593	2	1	0	0	2	0	0	0	0
LINC03010	0	0	0	2	0	0	0	0	0
LOC105375594	0	0	0	0	0	0	2	0	0
EN2	0	0	0	1	0	1	1	0	0
LOC107986863	0	0	0	2	0	1	1	0	0
CNPY1	1	0	0	0	0	0	2	0	0
RBM33-DT	43	80	33	76	64	140	112	85	57
RBM33	2353	4898	1900	6427	4553	6107	4182	2102	4069
SHH	1	0	1	11	7	8	13	10	1
LOC389602	0	0	0	0	0	0	1	0	0
LOC105375597	0	0	0	1	1	0	0	0	1
LOC105375603	0	0	0	0	0	0	0	0	0
LOC105375602	0	0	0	0	0	0	0	2	0
LOC105375601	0	0	0	0	0	0	0	0	0
LOC105375599	0	0	0	0	1	0	1	0	0
LOC285889	0	1	0	0	1	1	0	0	1
RNF32-DT	7	14	10	7	16	20	95	22	17
LOC112268012	0	0	0	0	1	0	0	0	0
LINC00244	0	0	0	1	0	1	1	1	0
RNF32	76	76	67	124	86	98	78	49	78
RNF32-AS1	27	24	35	70	43	54	31	17	56
LMBR1	2531	1346	892	1415	979	1038	1191	324	928
LOC102723795	2	0	1	2	2	0	5	3	2
LOC105375604	0	0	0	0	0	0	0	0	3
LOC105375605	1	0	0	0	0	2	0	2	0
NOM1	69	832	197	765	601	1012	1010	881	813
MNX1	0	0	0	0	0	0	5	1	0
MNX1-AS2	0	0	0	0	0	1	2	1	0
MNX1-AS1	0	0	0	0	0	0	0	1	0
LOC105375607	0	0	0	0	1	0	0	0	0
UBE3C	1237	2060	1543	3131	1831	2258	2274	865	2264
DNAJB6	7633	4227	7087	4750	7035	3611	3953	1485	2954
LOC101927914	0	0	7	2	2	0	0	1	0
LOC105375610	2	3	14	1	4	10	5	3	8
PTPRN2	619	71	452	77	98	134	104	59	137
MIR153-2	0	0	0	0	0	0	0	0	0
LOC105375615	4	3	4	4	2	7	13	1	6
LOC105375614	0	0	0	1	0	1	4	2	0
PTPRN2-AS1	245	179	55	222	118	81	8	57	227
LOC105375613	0	0	0	0	0	0	0	0	0
MIR595	0	0	0	0	0	0	0	0	0
LINC01022	0	0	0	1	0	0	1	1	0
MIR5707	0	0	0	0	0	0	0	0	0
NCAPG2	216	557	221	356	159	485	532	246	295
ESYT2	2391	6199	3811	7433	5963	7992	5135	2393	6104
LOC105379752	7	111	32	93	233	184	67	212	127
DYNC2I1	129	434	325	509	613	1062	1427	1894	514
LINC00689	0	0	1	4	1	4	4	1	1
VIPR2	1	18	13	47	80	70	29	40	24
LOC101927506	56	74	67	138	64	107	123	59	83
OR4F21	0	0	0	0	0	0	0	0	0
RPL23AP53	14	100	32	123	160	212	204	58	145
ZNF596	28	58	27	63	66	126	230	79	76
LOC101927566	0	0	0	0	1	1	0	0	0
LOC105377773	0	2	2	2	0	3	4	1	2
FAM87A	3	7	6	10	16	9	3	2	7
FBXO25	200	879	346	1054	547	1030	1187	573	711
TDRP	9	37	53	65	19	221	9	43	96
ERICH1	1893	1937	2335	2466	2880	3516	2575	2784	4428
DLGAP2	1	2	2	2	2	1	7	0	2
LOC401442	0	0	0	1	0	0	0	0	0
LOC105377777	0	0	0	0	0	0	0	0	0
LOC112268020	0	0	0	0	0	0	0	0	1
LOC286083	0	0	0	0	0	2	0	0	0
LOC105379585	0	0	0	0	0	0	0	0	0
LOC105377775	0	0	0	0	0	0	1	0	0
LOC105379586	0	0	0	0	0	0	0	0	0
DLGAP2-AS1	0	1	0	0	0	0	2	0	0
LOC105377778	0	0	6	7	5	2	8	1	5
CLN8	428	1028	686	2479	2356	995	978	348	1168
CLN8-AS1	54	525	182	489	305	593	496	303	305
MIR3674	0	4	2	5	2	1	4	0	2
LOC105377779	1	2	2	5	3	16	12	17	16
MIR596	0	0	0	0	0	0	0	0	0
ARHGEF10	10	78	124	77	53	100	122	36	108
LOC100131395	1	1	4	6	3	5	5	1	5
KBTBD11	720	510	161	1062	424	702	351	181	1001
KBTBD11-AS1	1	4	1	7	2	19	10	6	10
KBTBD11-OT1	0	2	1	0	1	5	1	1	1
MYOM2	12	944	313	87	152	50	92	510	84
MIR7160	0	0	0	0	0	0	0	0	0
LOC105377781	0	138	12	1	2	4	7	2	7
LOC105377782	0	274	10	17	1	43	15	13	70
LOC107986880	0	6	0	2	1	0	2	0	7
LOC105377783	0	4	0	3	0	1	1	1	2
LOC105377784	0	8	0	3	1	1	1	1	2
LINC03021	3	0	6	1	5	6	6	5	1
LOC107986865	0	1	0	1	6	1	2	4	3
LOC105377785	3	1	7	3	15	12	3	0	8
LOC105377786	0	0	2	1	1	11	2	1	3
CSMD1	0	1	2	2	87	71	7	6	70
LOC105377792	0	0	0	0	1	1	4	0	0
LOC105377791	0	0	0	0	0	0	0	0	0
LOC105377790	0	0	0	0	0	0	0	0	0
LOC105377789	0	0	0	0	1	1	4	0	0
LOC107986907	0	0	0	0	0	0	0	0	0
LOC105377793	0	0	0	0	0	0	0	0	0
LOC105377794	0	0	0	0	0	0	1	1	0
LOC107986908	0	0	0	0	0	0	0	0	0
LOC105377795	0	0	0	0	1	0	1	0	0
LOC105377796	0	0	0	0	0	0	0	0	0
LOC105377797	0	0	0	0	0	0	0	0	0
MCPH1-DT	19	19	19	29	33	38	46	34	32
MCPH1	288	1123	407	1096	1087	1435	1289	770	1086
ANGPT2	6	21	9	31	38	42	60	58	34
MCPH1-AS1	6	21	26	34	16	72	34	37	49
MIR8055	0	2	0	1	1	3	0	2	4
AGPAT5	65	508	372	529	293	738	959	314	628
MIR4659A	0	0	0	0	1	0	0	0	0
MIR4659B	0	0	0	0	1	0	0	0	0
LOC107986909	0	0	0	0	0	0	0	0	0
XKR5	0	0	2	1	0	1	0	4	0
GS1-24F4.2	0	0	0	0	0	0	0	0	0
DEFB1	3	1	0	3	1	1	4	1	4
DEFA6	0	0	0	0	0	0	0	0	0
DEFA4	24	801	152	22	16	11	47	7	0
DEFA8P	0	8	1	0	0	1	1	0	0
DEFA9P	0	2	0	0	0	0	0	0	0
DEFA10P	0	0	0	0	0	0	0	0	0
DEFA1	304	14255	5405	301	186	161	871	49	51
DEFT1P	1	2	0	0	0	0	0	0	0
DEFA1B	236	10944	4210	229	144	124	640	39	38
DEFT1P2	1	1	0	0	0	0	0	0	0
DEFA3	282	9120	3233	204	122	123	565	35	33
DEFA11P	0	0	0	0	0	0	0	0	0
DEFA5	2	48	17	1	1	1	3	0	0
LOC105377799	0	0	0	0	0	0	0	0	0
LOC105377803	0	1	0	1	1	2	3	2	2
LOC101928095	8	17	17	22	22	15	8	13	27
LINC00965	0	1	0	0	1	2	0	1	2
FAM66B	5	5	5	14	12	48	40	9	25
DEFB109B	0	1	0	0	0	2	1	0	1
USP17L1	0	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0	0
ZNF705G	0	0	1	1	2	4	2	0	0
DEFB4B	0	0	0	0	0	0	0	0	0
DEFB103B	0	0	0	0	0	0	0	0	0
SPAG11B	1	0	0	0	0	0	0	0	0
DEFB104B	0	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	1	0	0
DEFB105B	0	0	0	0	0	0	2	0	0
DEFB107B	0	0	0	0	0	0	0	0	0
LOC105377801	0	0	0	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	2	3	1	0
FAM90A7	0	0	0	1	0	0	0	0	0
LOC105377800	0	3	0	0	1	4	7	0	1
LOC107986910	5	15	7	12	12	13	21	15	31
LOC101929400	3	8	3	8	9	6	8	5	8
LOC105379215	1	0	0	0	1	3	1	0	1
LOC107986912	0	0	0	0	0	0	0	0	1
FAM90A10	0	0	0	0	0	0	0	0	0
PRR23D2	0	0	0	0	1	2	2	1	0
LOC105379216	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	2	0	0
DEFB106A	0	0	0	0	0	0	1	0	0
DEFB104A	0	0	0	0	0	0	0	0	0
SPAG11A	1	0	0	0	0	0	0	0	0
DEFB103A	0	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0	0
ZNF705B	0	1	0	0	0	1	0	0	0
FAM66E	1	0	0	3	5	11	9	2	4
USP17L8	0	0	0	0	0	1	1	0	0
USP17L3	0	0	0	0	0	0	1	0	0
MIR548I3	0	0	0	0	0	0	0	1	0
FAM85B	4	8	5	10	9	25	19	12	14
LOC112268014	1	8	2	17	32	69	60	43	39
FAM86B3P	86	79	37	51	253	61	32	28	35
PRAG1	14	248	54	368	198	696	965	201	298
LOC105379222	0	0	1	0	2	0	5	0	0
LOC107986913	0	0	0	0	0	0	0	0	0
LOC105379224	0	0	0	0	0	0	2	0	0
LOC105379225	0	0	0	0	0	0	1	0	0
CLDN23	2	11	2	20	20	7	345	3	25
MFHAS1	50	958	195	908	368	1832	1759	1392	1254
ERI1	1514	555	4563	788	817	607	883	324	490
LOC105379227	0	1	5	2	6	7	8	13	5
MIR4660	0	0	0	0	0	1	2	0	0
SNORD3I	0	0	2	0	0	0	2	0	0
PPP1R3B	16156	1248	3669	780	1143	520	513	124	326
PPP1R3B-DT	2	2	2	5	3	2	4	1	0
LOC101929128	2	1	1	21	1	2	2	0	0
LOC157273	0	0	0	0	0	0	0	0	0
LOC105379228	0	0	0	0	0	0	0	0	0
LOC105379231	0	0	0	0	0	0	0	1	0
LOC105379230	1	0	1	0	0	0	0	0	0
TNKS	1381	1605	1303	2057	1636	2002	1632	558	1620
MIR597	0	1	0	0	5	3	0	0	1
MIR124-1HG	4	7	17	6	0	0	8	0	6
MIR124-1	0	0	0	0	0	0	0	0	0
MSRA-DT	0	0	0	0	2	1	2	2	0
MSRA	2410	535	723	513	461	335	269	221	538
LINC03022	11	6	10	1	4	11	6	2	12
LOC112268021	108	32	53	33	14	123	85	35	75
PRSS55	0	0	0	0	0	0	1	0	0
LOC105379237	0	0	0	0	0	0	0	0	0
RP1L1	7	9	23	3	1	4	4	2	0
MIR4286	0	0	0	0	0	0	1	0	0
C8orf74	0	0	0	1	0	0	1	0	0
SOX7	6	9	4	8	1	19	43	1	6
LOC102723313	0	3	0	5	12	14	7	0	13
PINX1	121	234	91	202	301	275	390	262	202
MIR1322	0	0	0	1	0	0	0	0	0
PINX1-DT	0	0	0	0	0	0	0	0	0
LOC101929248	0	1	0	0	1	3	6	0	1
LOC112268022	1	3	1	3	7	15	11	12	9
XKR6	9	68	33	153	157	135	173	410	117
MIR598	0	0	0	1	0	0	1	0	0
LOC101929269	0	0	0	0	0	2	0	3	3
LOC107986915	0	0	0	0	0	0	0	0	0
MTMR9	579	927	426	1077	750	907	957	526	796
LOC101929290	0	11	4	9	12	14	17	1	19
SLC35G5	3	2	3	4	4	8	18	23	8
TDH	2	3	11	12	7	4	5	3	4
TDH-AS1	0	0	0	0	0	0	1	0	0
FAM167A-AS1	0	0	0	1	0	0	0	0	1
FAM167A	0	137	89	194	63	24	72	6	35
BLK	89	1456	79	603	385	1192	749	1516	773
LOC105379241	0	7	0	1	3	18	5	8	17
LINC00208	0	1	0	0	0	0	0	0	0
LOC105379242	0	0	0	0	0	0	0	0	0
GATA4	0	0	2	0	0	0	3	0	0
SNORA99	0	0	0	0	0	0	0	0	0
LINC02905	0	0	0	1	1	0	0	1	0
NEIL2	22	175	49	221	165	278	407	264	179
LOC105379243	3	15	5	19	19	35	42	46	12
FDFT1	2748	2555	1992	4126	2250	2434	3274	1507	2121
CTSB	16098	22866	16106	22320	18562	8311	28735	4970	19927
LOC105379244	0	0	0	0	0	0	0	0	0
LOC112268017	0	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0	0	0	0
LOC105379245	0	0	0	0	0	0	0	0	0
LOC105379246	0	1	0	0	0	0	1	0	0
DEFB130B	0	0	0	0	0	0	0	0	0
ZNF705D	0	2	3	2	0	2	3	0	0
FAM66D	2	3	3	19	10	41	12	1	15
LOC392196	0	0	0	0	0	0	0	0	0
USP17L7	0	0	0	0	0	1	1	4	0
USP17L2	0	0	0	0	0	1	0	0	0
FAM90A2P	0	0	1	4	1	4	0	2	1
FAM86B1	2	14	6	21	31	76	51	25	17
FAM85A	4	5	7	16	23	33	25	6	15
DEFB130A	0	1	0	0	0	0	0	0	0
FAM66A	0	3	0	2	7	12	9	6	1
LOC649352	0	0	0	0	0	0	0	0	0
DEFB109A	0	0	0	1	5	8	2	1	0
FAM90A25P	0	2	1	3	3	9	0	1	2
FAM86B2	1	2	2	1	10	20	8	2	5
FAM86B2-DT	29	68	61	118	169	329	407	148	168
LOC729732	20	48	16	53	82	93	74	53	78
MIR5692A2	0	0	0	0	0	0	0	0	0
LONRF1	461	1006	1116	450	2412	739	593	260	1178
MIR3926-1	0	0	0	0	0	1	1	0	1
MIR3926-2	0	0	0	0	0	1	1	0	1
LINC03019	0	0	1	1	0	1	3	0	4
LINC00681	0	0	0	0	0	0	0	0	0
LOC105379289	0	1	0	0	0	0	1	0	0
TRMT9B	7	4	1	2	3	6	8	6	6
DLC1	111	29	24	21	48	15	23	8	17
LOC101930149	0	0	0	0	1	0	0	0	0
C8orf48	0	0	0	0	0	0	0	0	0
LOC102725080	0	0	0	0	0	0	0	0	0
LOC107986916	0	0	0	0	0	0	2	0	0
LOC105379292	0	0	0	0	0	0	0	0	0
SGCZ	0	0	0	0	0	0	8	0	0
MIR383	0	0	0	0	0	0	0	0	0
TUSC3	0	1	0	0	0	0	1	0	0
MSR1	323	1528	5018	2650	874	122	126	66	391
LOC101929028	0	0	0	0	3	0	4	2	0
LOC105379297	0	0	0	0	0	0	0	0	0
FGF20	0	0	0	0	0	2	5	2	1
MICU3	9	75	22	75	62	171	261	61	89
ZDHHC2	2119	2425	1345	2601	1671	2370	2657	1012	2171
LOC107986918	5	6	2	3	6	16	7	13	9
CNOT7	1213	2745	1656	3139	2110	2600	2835	1142	2351
VPS37A	1549	789	983	976	876	633	785	210	521
MTMR7	107	124	141	170	131	167	145	49	125
LOC102724838	0	0	0	1	0	0	1	2	0
SLC7A2	0	0	1	0	1	0	2	0	0
PDGFRL	0	1	0	0	0	0	3	0	4
LOC107986919	0	0	0	0	0	0	0	0	0
MTUS1	0	93	14	81	44	276	521	82	410
MIR548V	0	0	0	1	0	0	0	0	1
MTUS1-DT	2	0	0	2	0	0	6	2	3
FGL1	0	0	0	0	0	0	0	0	0
PCM1	2550	4485	2238	5739	5334	4967	4621	2355	3114
ASAH1	23632	9766	18032	11879	9314	5705	3562	2003	10206
ASAH1-AS1	2	8	19	10	19	20	7	15	23
NAT1	372	195	384	264	381	171	208	77	174
NAT2	4	1	3	1	1	1	1	1	2
PSD3	5	66	39	54	43	127	1280	26	106
LOC107986868	0	0	0	0	0	0	0	0	0
LOC105379303	0	0	0	0	0	0	2	1	0
LOC105379301	0	1	1	2	2	0	0	0	0
LOC100128993	1	0	3	0	0	0	1	0	1
LOC105379300	0	0	0	0	0	0	0	0	0
LOC105379306	0	0	0	0	0	0	5	0	0
SH2D4A	12	9	2	5	2	6	25	10	8
LOC102724881	20	3	2	7	2	8	2	6	2
CSGALNACT1	8007	1477	1148	1206	552	1295	1004	743	1154
LOC105379308	32	11	13	11	14	45	40	153	32
LOC107986920	1	0	0	0	1	0	3	0	1
INTS10	1176	1191	841	1736	1371	1905	1913	1177	1613
LOC105379309	0	0	0	0	0	0	0	0	0
LOC107986921	0	0	0	0	1	0	0	0	0
LPL	6	32	7	10	2	17	19	2	8
LOC105379311	0	0	0	0	0	0	0	0	0
LOC105379310	0	0	0	0	0	0	0	0	0
LOC105379312	0	0	0	0	0	0	0	0	0
SLC18A1	1	1	2	2	8	1	13	2	7
ATP6V1B2	14288	9145	37051	8991	17142	4096	6536	1764	8405
LZTS1	2	25	62	5	20	19	101	27	25
LZTS1-AS1	0	0	4	0	0	0	1	0	0
LOC105379314	0	0	0	0	0	0	2	0	0
LOC107986881	0	1	0	0	0	4	9	5	2
SNORD3F	0	0	0	0	1	0	1	1	0
LOC105379315	0	0	0	0	0	1	3	0	0
LOC105379316	0	0	0	1	0	2	0	5	1
LINC03023	0	2	0	2	0	1	0	0	0
LINC02153	0	0	0	0	0	1	0	2	0
LOC101929172	0	0	0	0	0	0	0	0	0
LOC107986922	0	0	1	0	1	0	0	0	0
GFRA2	3	17	10	39	44	51	6	11	44
LOC105379318	0	1	0	6	7	12	0	11	6
LOC107986923	0	1	0	3	26	7	1	2	1
DOK2	738	3760	1372	4822	4908	3476	765	3107	4535
XPO7	1129	2267	1069	2810	1632	2827	2317	1118	2087
NPM2	1	3	6	7	8	9	10	4	9
FGF17	2	2	2	6	5	15	2	5	6
DMTN	131	693	979	1066	991	2381	321	868	1155
FHIP2B	146	1118	330	1385	1078	2114	2018	1376	1277
NUDT18	148	147	85	172	172	299	378	360	232
HR	0	0	1	1	1	4	0	3	3
REEP4	359	640	222	833	528	616	520	624	837
LGI3	0	0	0	0	0	0	2	0	0
SFTPC	0	0	1	0	0	0	0	0	0
BMP1	38	153	89	204	169	158	149	103	173
PHYHIP	0	0	0	1	0	0	2	0	1
MIR320A	0	0	0	0	1	0	0	0	0
POLR3D	75	903	517	914	731	1099	1120	362	863
PIWIL2-DT	0	17	6	17	21	30	22	8	26
PIWIL2	1	6	6	17	7	37	83	20	21
SLC39A14	16	183	112	172	116	266	637	145	177
PPP3CC	368	1731	764	2472	1731	3030	1763	1397	1847
SORBS3	32	481	167	746	827	1396	804	728	1044
PDLIM2	579	701	556	891	1313	1137	587	861	1125
C8orf58	26	128	43	128	158	188	160	133	151
LOC107986876	34	101	64	129	139	114	114	85	94
CCAR2	2200	5271	2601	5610	4035	4296	4389	2899	3540
BIN3	1355	1033	1498	830	1340	769	572	572	834
BIN3-IT1	4	40	14	16	73	61	28	32	50
LOC105369180	35	64	37	48	320	88	33	59	102
LOC107986924	26	250	300	56	606	242	64	49	453
EGR3	228	1125	644	158	4355	849	488	177	2147
LOC105379322	4	6	6	1	33	7	4	2	17
LOC105379321	9	15	18	5	66	4	6	2	16
LOC107986926	4	12	9	6	64	11	86	4	25
PEBP4	1	1	0	3	6	1	4	2	3
LOC107986925	0	0	0	1	3	4	5	1	0
LOC105379325	0	0	0	0	0	0	0	0	1
LOC101929237	0	0	0	0	0	1	1	0	0
LOC107984124	1	2	3	6	9	3	2	9	5
RHOBTB2	142	320	207	419	427	863	660	397	683
TNFRSF10B	675	3217	2392	4069	7756	1930	1896	677	2856
LOC286059	2	5	5	10	55	0	2	0	5
LOC107986929	3	4	12	4	16	0	0	0	3
LOC254896	1972	124	339	114	898	9	5	5	15
TNFRSF10C	12359	723	1805	670	3178	74	47	51	120
TNFRSF10D	2306	418	950	1369	1708	201	261	114	284
TNFRSF10A	714	964	473	1033	944	623	441	472	715
TNFRSF10A-DT	43	55	23	66	169	113	169	86	70
CHMP7	631	2331	1205	2918	2044	4493	6461	2341	2805
LOC105379326	7	3	2	13	61	43	109	23	27
R3HCC1	263	510	133	456	449	519	580	688	437
LOXL2	30	36	28	40	76	96	74	60	50
LOC100507156	1	2	2	4	7	5	4	5	2
ENTPD4	2293	4157	3108	4315	3393	4776	3294	1543	3369
LOC105379327	1	1	3	1	2	7	6	2	4
SLC25A37	60309	6426	38121	5275	14154	2205	1475	1306	2802
LOC107986930	6	1	12	2	1	0	4	0	0
NKX3-1	82	98	60	60	79	30	105	14	59
NKX2-6	0	0	0	0	0	0	0	0	0
LOC101929258	0	0	0	0	0	1	1	0	0
STC1	0	0	0	1	0	0	3	1	0
LOC107986931	0	1	0	0	0	0	1	4	0
LOC105379328	0	0	0	0	0	0	3	0	0
ADAM28	87	1332	262	752	977	1248	1185	436	525
ADAM7-AS1	2	13	3	7	19	11	16	7	2
ADAMDEC1	10	113	57	85	23	8	583	3	34
ADAM7	0	0	0	0	0	0	0	2	0
ADAM7-AS2	0	0	0	0	0	0	0	0	0
LOC107986932	0	0	0	0	0	0	0	0	0
LOC107986882	0	1	0	0	0	1	1	0	1
LOC105379329	0	0	0	2	0	0	1	0	0
NEFM	0	5	2	7	12	20	10	4	7
LOC112268023	0	0	0	1	1	6	1	0	0
NEFL	0	81	0	36	59	184	24	69	80
MIR6841	0	0	0	0	0	0	0	0	0
LOC105379330	0	0	0	0	0	0	1	0	0
DOCK5	4621	5785	4725	3205	7179	1323	1070	450	2308
MIR6876	0	0	1	0	3	0	0	0	0
LOC105379331	0	0	1	2	0	3	0	0	5
GNRH1	36	52	28	69	73	89	99	61	56
KCTD9	1003	1238	768	1053	837	896	903	326	716
CDCA2	157	189	99	94	22	61	109	78	20
LOC107986933	0	0	0	0	0	0	0	0	0
LOC105379333	0	0	0	0	0	0	0	1	0
LOC105379332	0	0	0	0	0	0	0	0	0
EBF2	0	0	0	0	0	0	2	0	0
LOC102723395	0	0	0	0	0	0	1	0	0
LOC105379335	0	0	0	0	0	0	0	0	0
LOC105379336	0	0	0	0	0	0	1	0	0
PPP2R2A	2829	1677	2493	1853	5029	1603	1787	859	1436
SDAD1P1	43	26	35	40	120	72	59	44	31
BNIP3L	7530	4988	12078	7745	8431	3757	3197	2061	4516
LOC105379337	8	5	5	24	12	37	74	16	41
PNMA2	2	4	4	3	3	0	6	3	6
DPYSL2	419	1296	363	1217	772	2188	1330	1182	4793
ADRA1A	0	0	0	0	1	0	3	3	2
LOC105379339	0	0	0	0	0	0	0	0	0
MIR548H4	0	0	0	0	0	0	0	0	0
LOC105379340	0	0	0	0	0	0	1	0	0
STMN4	0	1	0	1	0	1	0	0	0
TRIM35	377	609	315	848	322	744	876	386	664
PTK2B	9817	6329	6911	7892	6595	7805	4980	4235	6866
MIR6842	0	2	1	0	4	2	1	0	1
CHRNA2	6	18	47	11	28	130	9	13	35
EPHX2	8	154	47	190	226	825	652	497	534
CLU	3492	3548	7871	2443	835	7049	449	3284	4076
MIR6843	1	42	104	35	12	79	4	29	58
SCARA3	72	402	159	353	155	390	555	298	280
MIR3622B	0	0	0	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0	0
CCDC25	138	672	277	562	273	611	826	636	467
LOC107986934	10	39	10	36	20	27	35	19	23
ESCO2	50	117	57	47	13	33	114	63	23
PBK	12	75	46	27	10	21	69	55	11
SCARA5	0	2	1	3	1	12	1	1	2
MIR4287	0	0	0	0	0	0	0	0	0
LOC105379342	0	0	0	0	0	0	0	0	0
NUGGC	26	376	138	271	125	382	299	551	200
ELP3	161	741	262	1255	540	1028	957	627	746
LOC105379343	0	1	0	1	3	4	0	2	1
PNOC	14	96	17	36	62	155	61	180	81
ZNF395	744	2444	586	2388	1396	3085	2709	2068	1701
FBXO16	0	6	6	1	0	1	0	21	1
FZD3	23	142	37	156	179	252	128	186	133
MIR4288	0	0	0	0	0	0	0	0	0
EXTL3	1227	1009	1180	1461	1014	1092	774	512	864
EXTL3-AS1	0	1	2	1	2	8	6	2	2
INTS9	170	448	215	462	364	659	594	356	491
HMBOX1	887	2045	1034	3157	2626	4471	3190	1441	2995
LOC105379346	6	3	9	9	8	11	3	6	6
KIF13B	392	1769	976	2287	1193	1639	1025	739	1847
DUSP4	68	2159	92	567	514	1119	5004	452	1814
LOC105379349	0	0	0	0	0	0	0	1	0
LOC107986883	0	1	0	0	0	0	0	0	0
LOC105379350	6	1	1	5	6	2	7	4	12
LOC107986935	7	2	2	10	13	7	7	4	19
LINC02948	18	0	1	11	1	0	1	0	0
LOC105379352	0	0	0	0	0	0	0	0	0
LINC00589	0	0	0	0	0	0	0	0	0
LINC02099	2	1	0	1	2	4	3	0	2
LOC101929470	0	1	0	0	1	0	3	0	0
LOC107986884	0	0	0	0	0	0	0	0	0
LOC105379354	0	1	0	0	0	0	0	0	0
LINC02209	0	0	0	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0	0
SARAF	9747	22132	14315	28312	19797	25623	19558	10776	19371
LEPROTL1	1227	3877	1353	4893	3199	5516	4326	2421	3696
MBOAT4	3	40	36	61	37	60	31	29	49
DCTN6	961	1101	891	1129	973	849	775	400	737
RBPMS-AS1	0	0	1	0	1	0	4	0	1
RBPMS	11	44	43	78	41	106	96	52	71
LOC112268025	0	0	0	0	1	1	1	1	1
LOC112268024	8	43	59	68	35	60	45	28	43
GTF2E2	636	806	626	816	840	737	860	453	718
SMIM18	0	6	2	5	7	6	3	2	5
GSR	6957	1779	5083	3542	1545	1924	1818	958	1982
UBXN8	105	108	99	144	107	199	181	118	124
LOC105379356	1	1	3	2	4	1	8	3	3
LOC105379355	2	7	1	5	10	5	19	25	3
PPP2CB	498	883	607	952	1078	859	1401	449	952
TEX15	0	0	1	0	0	1	1	0	0
LOC105379357	0	0	0	0	0	0	0	0	0
PURG	0	0	1	0	0	1	0	0	0
WRN	63	665	219	608	657	649	689	331	420
LOC105379358	0	0	0	0	1	1	2	3	0
LOC101929492	0	0	1	0	2	0	4	0	0
LOC105379360	0	0	0	1	0	0	0	0	0
NRG1	11	297	37	543	481	103	40	168	455
LOC107986936	0	0	0	0	0	0	0	0	0
NRG1-IT1	0	0	0	0	0	0	3	0	0
LOC105379361	0	0	0	0	0	1	7	0	0
NRG1-IT3	0	0	0	0	0	0	0	0	0
LOC105379362	20	80	30	99	140	129	77	83	111
FUT10	39	94	22	91	88	134	134	42	142
MAK16	162	724	239	477	386	680	970	347	477
TTI2	517	311	290	321	241	289	457	141	253
SNORD13	2	1	1	1	11	7	0	10	11
RNF122	608	196	376	369	456	278	137	245	595
DUSP26	0	0	0	0	0	2	9	0	0
LOC105379363	0	0	0	0	0	0	0	0	0
LOC105379364	0	0	0	0	0	0	1	0	0
LOC105379366	0	0	0	0	0	0	0	0	0
LOC105379365	0	0	0	0	0	0	0	0	0
LINC01288	0	0	0	0	0	0	0	0	0
LOC105379368	0	0	0	0	0	0	0	0	0
LOC105379369	0	0	0	0	0	0	0	0	0
UNC5D	0	0	0	0	0	0	3	0	0
LOC101929550	0	0	0	0	1	1	0	0	0
LOC112268026	0	0	0	0	0	0	0	0	0
LOC105379370	0	0	0	0	0	0	0	0	0
LOC105379371	0	0	0	0	0	0	0	0	0
KCNU1	0	0	0	0	0	2	3	0	0
LOC105379375	0	0	0	0	0	0	0	0	0
LOC105379376	0	0	0	0	0	0	0	0	0
LOC105379377	0	0	0	0	0	0	2	0	0
LOC100507403	0	0	0	3	4	6	32	2	3
LINC01605	1	0	0	0	0	0	2	1	1
LOC105379379	0	0	0	1	0	0	2	0	1
