	GSM3001089	GSM3001090	GSM3001091	GSM3001092	GSM3001093	GSM3001094
BRAF	6491	3617	3249	6071	3602	3613
LOC105375536	20	9	10	11	10	6
LOC107986720	0	1	0	0	2	0
MRPS33	2226	1241	1322	2113	1146	1172
LOC107986719	0	0	0	0	0	0
LOC105375537	0	2	0	0	0	0
TMEM178B	6	6	4	3	15	4
AGK-DT	4	3	2	5	3	4
AGK	12520	5796	5300	10808	6372	6798
DENND11	12953	5997	5425	10055	6296	6808
WEE2-AS1	135	105	102	96	75	85
WEE2	42	26	28	22	23	20
SSBP1	6979	3496	3701	7816	3854	4180
TAS2R3	40	36	23	37	22	29
TAS2R4	49	37	30	27	19	24
TAS2R5	45	24	17	35	22	32
PRSS37	11	13	12	9	16	10
OR9A4	0	1	0	0	1	0
CLEC5A	1	3	0	0	0	2
TAS2R38	0	0	0	0	0	0
MGAM	2	8	8	2	12	5
MGAM2	1	7	2	0	8	3
MOXD2P	1	2	2	0	1	0
PRSS58	0	1	0	0	3	0
PRSS59P	0	1	0	0	1	1
TRBV1	0	1	0	0	0	0
TRBV2	0	0	0	0	0	0
LOC105375539	1	3	2	0	5	3
TRBV3-1	0	0	0	0	0	0
TRBV4-1	0	0	0	0	0	0
TRBV5-1	0	0	0	0	1	0
TRBV6-1	0	0	0	0	0	0
TRBV7-1	0	2	0	0	0	1
TRBV4-2	0	0	0	0	1	0
TRBV6-3	0	1	0	0	0	0
TRBV7-2	0	0	0	0	0	0
TRBV8-1	0	0	0	0	0	0
TRBV5-2	0	0	0	0	0	0
TRBV6-4	0	0	0	0	0	0
TRBV7-3	0	0	0	0	1	0
TRBV8-2	1	0	1	0	0	0
TRBV5-3	0	0	0	0	0	0
TRBV9	0	0	0	0	0	0
TRBV10-1	0	0	0	0	1	0
TRBV11-1	0	0	0	0	1	0
TRBV12-1	0	2	0	0	0	0
TRBV10-2	0	0	0	0	0	0
TRBV11-2	0	0	0	0	1	0
TRBV12-2	0	0	0	0	0	0
TRBV6-5	0	0	0	0	0	0
TRBV7-4	0	2	0	0	0	0
LOC107986855	0	0	0	1	0	0
TRBV5-4	0	0	0	0	0	0
LOC105379749	1	1	0	0	3	0
TRBV6-6	0	0	0	0	0	0
TRBV7-5	0	0	0	0	0	0
MIR11400	0	0	0	0	0	0
TRBV5-5	0	0	0	0	0	0
TRBV6-7	0	0	0	0	0	0
TRBV7-6	0	0	0	0	0	0
TRBV5-6	0	0	0	0	0	1
TRBV6-8	0	0	0	0	0	0
TRBV7-7	0	0	0	0	0	0
TRBV5-7	0	0	0	0	0	0
TRBV7-9	0	0	0	0	0	0
TRBV13	2	1	1	0	0	2
TRBV10-3	0	0	0	1	1	0
TRBV11-3	0	1	0	0	0	0
TRBV12-3	0	1	0	0	1	0
TRBV12-4	0	0	0	0	1	0
TRBV12-5	0	0	0	0	0	0
TRBV14	1	0	0	0	1	0
TRBV15	0	1	0	0	0	0
TRBV16	0	0	0	0	0	0
TRBV17	0	0	0	0	0	0
TRBV18	0	0	1	1	0	0
TRBV19	0	0	0	0	0	0
TRBV20-1	0	0	0	0	0	0
TRBV21-1	0	0	0	0	0	0
TRBV22-1	0	0	0	0	0	0
TRBV23-1	0	0	0	0	0	0
TRBV24-1	0	0	0	0	0	1
MTRNR2L6	83	8	5	129	5	8
TRBV25-1	0	0	0	0	0	0
TRBVA	0	0	0	0	0	0
TRBV26	0	1	0	0	0	0
TRBVB	0	0	0	0	1	0
TRBV27	0	0	0	0	0	0
TRBV28	0	1	0	0	0	0
PRSS1	1	3	0	0	1	0
TRBV29-1	0	1	0	0	0	0
PRSS2	1	3	1	0	2	0
TRBD1	0	0	0	0	0	0
TRBJ1-1	0	0	0	0	0	0
TRBJ1-2	0	0	0	0	0	0
TRBJ1-3	0	0	0	0	0	0
TRBJ1-4	0	0	0	0	0	0
TRBJ1-5	0	0	0	0	0	0
TRBJ1-6	0	0	0	0	0	0
TRBC1	7	5	4	4	1	2
TRBD2	0	1	0	0	0	0
TRBJ2-1	1	1	3	2	0	2
TRBJ2-2	0	1	0	0	1	0
TRBJ2-2P	0	0	0	0	2	0
TRBJ2-3	1	2	3	2	2	0
TRBJ2-4	0	0	0	0	1	0
TRBJ2-5	0	0	0	0	1	0
TRBJ2-6	0	0	0	0	2	0
TRBJ2-7	0	0	1	0	0	1
TRBC2	37	44	53	35	34	38
TRBV30	0	0	0	0	1	0
LOC105375541	2	5	3	3	7	2
EPHB6	1	7	10	1	4	3
TRPV6	2	2	2	0	3	0
TRPV5	1	2	1	1	7	3
LOC105375542	0	1	0	1	0	0
LOC105375543	0	0	0	0	0	0
LLCFC1	0	2	1	0	1	1
KEL	6	10	0	4	7	4
OR9A2	1	3	0	1	3	0
LOC105375544	4	3	0	7	2	1
OR6V1	0	4	0	0	0	0
OR6W1P	0	2	1	1	2	1
PIP	1	1	0	0	0	0
TAS2R39	2	1	1	0	1	0
TAS2R40	5	1	0	2	2	1
LOC105375546	2	0	0	1	0	1
TMEM139-AS1	14	4	3	4	4	2
GSTK1	7559	4869	4720	9017	5443	5544
TMEM139	40	16	14	40	22	22
CASP2	2696	1747	1571	2998	1437	1665
CLCN1	0	3	2	2	5	2
FAM131B	177	151	142	162	140	122
FAM131B-AS1	1	4	1	1	0	0
FAM131B-AS2	830	308	352	629	354	330
ZYX	4436	4317	4261	4050	3263	4248
MIR6892	10	7	6	8	7	9
EPHA1	469	436	453	424	364	460
EPHA1-AS1	23	11	7	30	14	14
TAS2R60	0	0	0	0	2	0
TAS2R41	0	0	0	0	0	0
LOC105375547	0	1	0	2	0	0
OR10AC1	0	2	1	0	4	2
CTAGE15	22	9	4	21	12	14
LOC101928466	136	74	50	100	46	55
TCAF2	3443	1185	1256	3826	1347	1572
CTAGE6	38	12	6	32	14	16
TCAF2P1	500	185	197	556	211	260
LOC154761	629	238	262	735	305	360
LOC112267988	149	90	62	114	57	62
TCAF1	7957	5352	5058	7924	5467	5303
LOC105375549	75	58	32	88	43	56
OR2F1	0	1	0	1	2	0
OR2F2	0	1	0	0	1	0
OR6B1	0	0	0	0	1	1
OR2A5	0	0	0	1	0	1
LOC105375548	0	1	0	0	0	0
OR2A25	0	0	0	0	0	0
OR2A12	0	0	0	0	0	0
OR2A2	0	0	0	0	1	0
OR2A14	0	0	1	0	0	0
CTAGE4	11	9	4	9	6	7
ARHGEF35	21	18	15	32	19	16
ARHGEF35-AS1	17	23	16	16	19	21
LOC112267987	1	6	2	3	1	1
OR2A42	7	7	6	6	4	6
OR2A1-AS1	28	27	24	22	17	14
OR2A20P	23	36	22	20	26	28
OR2A7	1	3	2	2	1	1
ARHGEF34P	56	45	50	88	58	58
CTAGE8	18	8	4	17	6	8
OR2A9P	22	31	22	19	21	24
OR2A1	6	6	5	7	5	8
ARHGEF5	91	71	74	132	87	88
NOBOX	0	1	0	0	4	0
TPK1	2047	1060	997	2895	1490	1530
LOC105375552	0	1	0	0	0	0
LOC105375551	1	1	0	0	1	2
LOC105375553	0	0	0	0	0	0
CNTNAP2	20	5	9	9	13	6
CNTNAP2-AS1	0	2	0	0	0	0
MIR548F4	0	1	0	0	0	0
LOC107986721	0	0	0	0	0	0
LOC105375556	0	0	0	0	0	0
LOC105375554	0	1	0	0	1	0
C7orf33	0	1	0	1	0	0
LOC105375557	0	1	0	0	0	0
CUL1	9656	5428	5264	9329	5715	5695
EZH2	2222	827	861	2566	797	999
RNY5	5	2	4	6	7	5
RNY4	99	31	49	74	33	23
RNY3	512	802	870	467	564	493
RNY1	1453	1824	2204	1422	1337	1160
GHET1	43	26	36	48	17	33
PDIA4	33524	24603	23228	35538	25917	28410
ZNF786	529	405	364	416	340	320
ZNF425	224	250	248	157	189	185
ZNF398	2022	1529	1399	1964	1357	1510
LOC107986856	7	8	4	9	5	8
ZNF282	4348	2621	2531	4475	2780	2895
ZNF212	739	542	517	704	462	462
ZNF783	765	638	567	812	635	658
LOC155060	493	252	238	278	233	282
TRC-GCA1-1	1	0	0	3	0	0
TRC-GCA9-2	0	1	0	1	0	0
TRC-GCA13-1	0	0	0	1	1	1
TRC-GCA18-1	0	0	0	0	0	0
TRC-GCA10-1	0	0	0	0	0	0
LOC105375559	0	1	0	2	3	2
LOC101928733	0	3	0	3	2	1
TRC-GCA11-1	19	16	18	39	19	33
ZNF777	850	653	607	903	644	645
ZNF746	1763	1351	1260	1779	1358	1419
TRC-GCA16-1	13	6	4	10	6	8
ZNF767P	1075	657	577	1045	683	792
TRC-GCA22-1	14	4	3	6	6	9
TRC-GCA15-1	2	0	3	1	3	1
TRC-GCA3-1	1	2	4	4	2	5
TRC-GCA23-1	5	7	3	3	1	3
TRC-GCA20-1	11	3	3	9	4	4
TRS-AGA5-1	12	5	6	8	5	5
TRC-GCA19-1	13	11	6	12	8	13
TRC-GCA9-3	0	0	1	0	0	0
TRC-GCA12-1	0	0	0	0	0	0
TRC-GCA21-1	1	0	2	3	0	0
TRC-GCA17-1	3	2	4	5	2	1
TRC-GCA9-4	0	0	0	0	0	1
KRBA1	614	349	345	524	317	314
ZNF467	933	2219	1978	672	1337	1618
SSPOP	189	255	190	122	145	161
ZNF862	3453	2791	2246	2369	2222	2345
ATP6V0E2-AS1	291	261	229	288	208	179
ATP6V0E2	1693	652	777	1414	528	604
ACTR3C	1095	1036	839	796	910	963
LOC100134040	0	2	0	0	0	0
LRRC61	436	455	426	415	430	440
ZBED10P	709	637	621	584	569	683
LOC105375560	19	23	17	13	16	18
RARRES2	53	176	157	29	182	141
LOC107986858	5	9	5	2	14	9
REPIN1-AS1	25	24	21	18	20	20
REPIN1	6741	4293	4102	7183	4841	5134
ZNF775	541	385	382	507	389	367
ZNF775-AS1	76	75	46	66	55	77
LOC107986859	44	29	44	49	36	34
LOC728743	520	443	392	1019	657	709
LINC00996	0	1	3	3	6	2
GIMAP8	17880	18957	17649	28189	25132	26528
GIMAP7	6212	6029	5540	9550	8201	8315
LOC107986860	4	1	0	1	0	0
GIMAP4	18885	17086	16637	35902	29723	28522
GIMAP6	28186	21999	21922	37912	30279	30589
GIMAP2	3574	2451	2597	8497	5361	5255
GIMAP1-GIMAP5	14205	13872	12909	20121	19350	19215
GIMAP1	3490	4446	4449	3705	4721	4672
GIMAP5	13504	12960	11983	19421	18344	18229
LOC105375566	1	1	1	3	2	2
TMEM176B	1	1	0	2	2	1
TMEM176A	0	5	0	1	1	2
LOC105375567	1	1	0	2	3	3
AOC1	0	2	0	0	2	0
KCNH2	14	10	5	4	9	4
NOS3	14578	5511	5335	7882	3710	4150
ATG9B	1906	729	715	1013	502	559
ABCB8	2282	926	1044	2295	885	1133
ASIC3	48	21	18	38	14	24
CDK5	1357	816	915	1413	873	911
SLC4A2	11156	5359	5081	11473	5577	6146
FASTK	3423	1573	1558	3275	1745	1899
TMUB1	2203	1255	1221	2054	1213	1212
AGAP3	5603	4471	4045	4792	4029	4138
LOC107986862	202	152	117	179	130	147
GBX1	4	3	2	2	3	0
ASB10	0	2	2	0	4	4
IQCA1L	1	4	2	3	9	0
ABCF2-H2BK1	2835	1640	1662	3133	1810	1866
H2BK1	11	7	9	7	10	8
ABCF2	4662	2585	2577	5203	2855	2883
CHPF2	6215	4184	4115	7587	4813	5640
MIR671	122	74	78	133	104	110
SMARCD3	538	405	334	577	473	452
NUB1	6478	3998	4006	21034	11013	11444
WDR86	556	319	319	1686	865	916
WDR86-AS1	0	0	0	0	1	1
CRYGN	0	9	2	0	4	4
MIR3907	0	0	0	1	1	0
RHEB	7347	3505	3331	7213	3835	3820
PRKAG2	3166	1664	1585	2681	1413	1616
PRKAG2-AS2	10	12	12	5	10	5
PRKAG2-AS1	17	34	32	1	13	12
LOC105375570	0	0	0	0	0	0
LOC105375571	0	0	0	0	1	0
GALNTL5	0	1	5	0	2	2
GALNT11	6394	4746	4548	3608	3675	3547
LOC731075	131	55	38	107	37	56
KMT2C	25411	16017	13205	30231	16019	17242
FABP5P3	6	4	1	2	2	4
LINC01003	926	538	530	692	498	457
LOC105375574	0	1	1	3	0	0
XRCC2	1708	496	632	2085	455	521
ACTR3B	481	352	324	421	285	348
LOC102723686	4	5	1	1	12	4
LOC105375577	0	0	0	0	0	1
LINC01287	0	1	1	0	0	0
LOC105375578	0	2	1	0	0	0
LOC105375579	0	1	0	0	0	0
LOC107986750	1	0	0	0	0	0
DPP6	2	5	5	2	9	6
LOC107986722	0	6	0	0	5	0
LOC101929998	0	0	0	0	0	1
LOC107984014	0	1	0	0	0	0
LOC105375582	0	1	1	0	0	4
LOC112267989	1	14	3	1	7	1
LOC105375581	0	8	0	0	5	1
LOC105375580	0	1	0	1	0	0
PAXIP1-AS2	534	396	400	739	517	556
PAXIP1	1237	747	769	1422	765	818
PAXIP1-DT	209	155	125	203	143	140
HTR5A-AS1	0	0	0	0	2	1
HTR5A	0	2	1	0	2	1
LOC105375584	0	0	0	0	1	0
LOC105375586	0	2	1	4	2	2
LOC105375587	6	5	2	0	4	2
LOC105375588	0	1	0	0	0	0
LOC105375589	0	0	0	0	0	0
INSIG1-DT	55	37	26	100	79	72
INSIG1	3860	2042	2189	10838	6647	6646
LOC105375592	0	1	1	1	2	0
BLACE	0	1	0	1	5	1
LOC105375593	0	0	0	0	0	0
LINC03010	0	0	1	0	1	1
LOC105375594	0	2	0	0	1	2
EN2	0	3	2	1	9	1
LOC107986863	0	1	2	0	5	1
CNPY1	0	2	2	0	7	1
RBM33-DT	326	175	191	374	209	213
RBM33	4306	3231	2725	4820	3335	3935
SHH	6	13	5	12	19	10
LOC389602	6	2	4	6	11	7
LOC105375597	0	0	0	0	1	0
LOC105375603	0	0	0	0	3	1
LOC105375602	0	1	0	0	1	1
LOC105375601	0	2	1	0	0	1
LOC105375599	0	1	0	0	2	1
LOC285889	2	4	2	1	5	1
RNF32-DT	511	508	426	353	333	371
LOC112268012	4	5	4	0	5	7
LINC00244	5	2	1	2	2	3
RNF32	349	265	195	304	209	219
RNF32-AS1	162	133	94	142	81	116
LMBR1	13254	11292	10497	11223	9316	9873
LOC102723795	40	16	19	19	25	26
LOC105375604	2	0	3	2	0	0
LOC105375605	0	0	1	0	2	1
NOM1	3393	1810	1716	3803	1807	1877
MNX1	2	0	0	1	3	1
MNX1-AS2	0	0	0	0	0	0
MNX1-AS1	1	0	0	0	1	0
LOC105375607	0	0	1	2	1	5
UBE3C	16609	9062	8904	17322	10014	10120
DNAJB6	13061	7629	7791	12160	8006	8528
LOC101927914	3	4	1	1	3	5
LOC105375610	9	2	5	3	12	8
PTPRN2	2086	1840	1835	2825	2602	2771
MIR153-2	0	0	0	0	0	0
LOC105375615	13	12	4	12	9	16
LOC105375614	10	10	10	10	6	13
PTPRN2-AS1	0	1	3	0	3	0
LOC105375613	0	1	1	0	1	1
MIR595	0	0	0	0	0	1
LINC01022	0	2	0	0	0	0
MIR5707	0	0	0	0	0	0
NCAPG2	5227	1100	1481	6316	1096	1448
ESYT2	12573	9213	9001	11153	10108	9900
LOC105379752	163	116	95	169	104	147
DYNC2I1	1068	764	664	953	687	733
LINC00689	10	19	10	13	17	14
VIPR2	6	12	6	3	13	12
LOC101927506	134	67	72	70	45	52
OR4F21	3	1	1	1	0	1
RPL23AP53	1623	1118	1045	1133	911	949
ZNF596	624	485	403	409	315	373
LOC101927566	13	8	7	4	4	3
LOC105377773	11	5	5	14	3	2
FAM87A	44	43	34	43	33	29
FBXO25	5292	3067	2762	3164	2178	2368
TDRP	3423	1771	1636	1924	1178	1167
ERICH1	4034	4387	3760	4434	3669	4652
DLGAP2	10	38	13	12	15	23
LOC401442	0	1	0	0	0	1
LOC105377777	1	3	2	0	6	2
LOC112268020	0	1	0	0	0	0
LOC286083	1	1	0	0	0	1
LOC105379585	0	1	1	1	0	1
LOC105377775	0	5	0	0	6	2
LOC105379586	0	1	1	0	1	0
DLGAP2-AS1	0	3	0	0	0	4
LOC105377778	5	9	3	3	3	4
CLN8	3922	2414	2283	2529	1789	1972
CLN8-AS1	804	565	554	387	310	287
MIR3674	2	3	0	1	0	0
LOC105377779	6	5	2	1	1	1
MIR596	0	0	0	0	0	0
ARHGEF10	9194	4394	4152	7197	3679	4142
LOC100131395	327	215	162	275	180	201
KBTBD11	13871	30156	27590	10748	25034	24251
KBTBD11-AS1	162	305	230	92	253	195
KBTBD11-OT1	103	115	82	77	84	91
MYOM2	98	79	78	69	61	72
MIR7160	0	0	0	0	0	0
LOC105377781	0	0	0	0	2	0
LOC105377782	0	5	3	0	6	6
LOC107986880	0	0	1	0	1	0
LOC105377783	1	1	0	0	0	0
LOC105377784	1	0	0	0	0	0
LINC03021	47	29	33	41	24	22
LOC107986865	23	13	24	20	12	14
LOC105377785	5957	3217	2653	2331	2289	2323
LOC105377786	135	71	62	65	69	59
CSMD1	14352	5695	5429	10017	4825	5328
LOC105377792	125	59	38	87	32	53
LOC105377791	0	0	0	0	1	0
LOC105377790	2	3	0	0	1	0
LOC105377789	0	1	0	1	1	1
LOC107986907	0	0	0	0	0	0
LOC105377793	0	1	0	0	0	0
LOC105377794	0	0	0	0	0	0
LOC107986908	0	1	2	0	2	0
LOC105377795	0	1	2	0	0	2
LOC105377796	0	0	0	1	0	0
LOC105377797	0	0	0	0	0	0
MCPH1-DT	204	111	141	135	110	103
MCPH1	9872	6380	4905	9772	6124	6680
ANGPT2	91846	73030	61889	90843	84135	73474
MCPH1-AS1	41	42	37	40	37	34
MIR8055	2	1	5	2	1	1
AGPAT5	8912	5405	5114	7927	5270	4932
MIR4659A	2	2	1	4	1	2
MIR4659B	2	1	1	4	1	2
LOC107986909	0	5	1	0	0	2
XKR5	12	6	12	8	12	9
GS1-24F4.2	0	0	0	2	0	0
DEFB1	0	0	0	0	0	1
DEFA6	0	1	1	0	0	0
DEFA4	0	1	0	0	0	0
DEFA8P	0	0	0	0	0	0
DEFA9P	0	1	0	0	0	0
DEFA10P	0	0	0	0	0	0
DEFA1	0	0	0	1	2	0
DEFT1P	0	1	1	0	1	0
DEFA1B	0	0	0	1	2	0
DEFT1P2	0	1	1	0	1	0
DEFA3	0	0	0	0	1	0
DEFA11P	0	0	0	0	0	0
DEFA5	0	0	0	0	1	0
LOC105377799	0	0	0	0	3	0
LOC105377803	1	1	0	1	1	0
LOC101928095	6	4	1	1	5	3
LINC00965	17	6	7	8	7	4
FAM66B	139	84	70	120	51	48
DEFB109B	8	2	3	8	4	0
USP17L1	5	1	2	4	3	3
USP17L4	7	1	1	5	3	2
ZNF705G	4	1	3	2	4	2
DEFB4B	0	1	1	0	1	2
DEFB103B	0	0	0	1	1	1
SPAG11B	0	1	0	0	1	1
DEFB104B	0	0	0	0	0	0
DEFB106B	0	1	0	0	1	0
DEFB105B	0	1	0	0	0	0
DEFB107B	0	0	1	1	0	0
LOC105377801	1	0	0	0	0	0
PRR23D1	4	5	3	4	8	4
FAM90A7	0	1	1	0	3	1
LOC105377800	4	2	0	2	2	0
LOC107986910	0	5	0	1	3	4
LOC101929400	3	4	1	1	1	0
LOC105379215	3	2	1	1	1	0
LOC107986912	2	3	1	0	2	2
FAM90A10	0	1	1	0	0	0
PRR23D2	4	5	3	5	7	5
LOC105379216	1	0	0	0	0	0
DEFB107A	0	0	1	1	1	0
DEFB105A	0	1	0	0	0	0
DEFB106A	0	1	0	0	1	0
DEFB104A	0	0	0	0	0	0
SPAG11A	0	1	0	0	1	1
DEFB103A	0	0	0	1	1	0
DEFB4A	0	1	1	1	1	1
ZNF705B	0	0	0	1	1	0
FAM66E	35	19	17	28	15	13
USP17L8	5	3	1	3	1	1
USP17L3	4	1	1	2	1	2
MIR548I3	0	1	0	0	0	1
FAM85B	32	8	11	12	12	8
LOC112268014	20	19	10	12	21	15
FAM86B3P	39	18	17	46	20	24
PRAG1	2138	939	830	1968	750	956
LOC105379222	1	2	0	2	1	0
LOC107986913	1	1	0	0	2	0
LOC105379224	0	1	2	1	1	0
LOC105379225	0	0	1	1	0	1
CLDN23	52	25	31	541	211	236
MFHAS1	5155	3240	3142	6055	3551	3653
ERI1	2373	1257	1291	3333	1582	1671
LOC105379227	1	0	0	0	0	0
MIR4660	0	0	0	0	0	0
SNORD3I	0	0	0	0	0	0
PPP1R3B	12950	8353	7942	11066	8635	8117
PPP1R3B-DT	32	13	13	13	16	12
LOC101929128	5	0	1	7	1	0
LOC157273	0	1	4	0	3	2
LOC105379228	0	1	0	0	0	1
LOC105379231	0	1	1	0	0	2
LOC105379230	3	3	1	1	3	2
TNKS	9331	5259	4987	7702	4988	4945
MIR597	1	1	1	0	6	2
MIR124-1HG	0	0	2	0	0	1
MIR124-1	0	0	0	0	0	0
MSRA-DT	18	10	10	13	10	8
MSRA	1102	820	856	984	709	864
LINC03022	13	7	6	5	3	5
LOC112268021	80	61	41	83	59	67
PRSS55	0	4	1	0	0	0
LOC105379237	0	0	0	0	2	0
RP1L1	59	49	71	109	59	88
MIR4286	0	0	0	0	0	1
C8orf74	0	2	1	0	2	1
SOX7	908	841	894	1595	1172	1522
LOC102723313	142	110	88	184	132	136
PINX1	952	536	515	880	456	481
MIR1322	0	3	1	6	0	2
PINX1-DT	0	1	2	1	4	0
LOC101929248	70	52	48	96	47	54
LOC112268022	83	56	41	59	35	38
XKR6	327	156	145	226	154	147
MIR598	1	0	0	0	1	0
LOC101929269	1	0	0	2	1	2
LOC107986915	0	2	0	0	0	0
MTMR9	3888	2563	2317	3994	2686	2731
LOC101929290	96	45	25	76	52	52
SLC35G5	8	14	6	6	9	10
TDH	2	1	0	1	1	1
TDH-AS1	2	0	1	0	0	0
FAM167A-AS1	0	1	0	0	2	0
FAM167A	1	7	1	7	10	7
BLK	28	100	49	27	52	55
LOC105379241	4	5	3	1	3	3
LINC00208	0	2	0	0	1	1
LOC105379242	0	2	0	0	1	1
GATA4	0	5	1	1	7	3
SNORA99	0	0	0	0	0	0
LINC02905	1	1	0	0	2	1
NEIL2	621	307	333	698	356	389
LOC105379243	55	32	32	57	37	36
FDFT1	10834	4394	4885	18478	7538	8182
CTSB	86169	47296	45946	97075	54097	56654
LOC105379244	0	2	0	0	1	0
LOC112268017	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0
LOC105379245	0	0	0	0	0	0
LOC105379246	0	0	0	0	0	0
DEFB130B	0	0	0	1	0	0
ZNF705D	1	1	1	2	2	0
FAM66D	52	31	25	28	30	24
LOC392196	15	6	6	11	2	6
USP17L7	20	8	8	9	9	10
USP17L2	11	8	3	8	9	2
FAM90A2P	1	5	1	0	1	0
FAM86B1	256	197	178	193	156	157
FAM85A	129	106	86	77	70	81
DEFB130A	0	0	0	1	0	0
FAM66A	27	11	16	16	11	12
LOC649352	6	3	2	4	0	0
DEFB109A	5	3	1	5	4	5
FAM90A25P	3	3	1	1	2	4
FAM86B2	72	51	40	51	35	34
FAM86B2-DT	638	538	478	359	392	362
LOC729732	62	55	31	42	39	55
MIR5692A2	0	0	0	1	2	0
LONRF1	1568	1062	976	1717	1474	1341
MIR3926-1	1	0	1	1	0	0
MIR3926-2	1	0	1	1	0	0
LINC03019	0	1	0	0	0	0
LINC00681	0	0	1	0	0	0
LOC105379289	0	1	0	0	2	0
TRMT9B	5485	1908	1340	1937	1149	1070
DLC1	11452	4774	5159	12214	5848	6783
LOC101930149	0	0	0	0	1	0
C8orf48	96	85	84	96	68	55
LOC102725080	0	1	0	0	0	0
LOC107986916	0	0	0	0	0	0
LOC105379292	0	0	0	0	0	0
SGCZ	0	5	1	0	0	1
MIR383	0	0	0	0	0	0
TUSC3	7393	5736	5091	5901	5659	5443
MSR1	28	55	41	76	116	121
LOC101929028	587	658	494	882	660	848
LOC105379297	0	0	0	0	0	1
FGF20	0	0	1	5	1	1
MICU3	1763	985	717	1558	804	848
ZDHHC2	9498	4786	4661	8660	5146	5126
LOC107986918	346	194	136	339	208	255
CNOT7	13293	6802	6930	10674	6853	6524
VPS37A	8176	5118	4787	8533	6414	6333
MTMR7	1268	707	615	1179	759	807
LOC102724838	0	0	1	0	1	0
SLC7A2	743	761	822	1366	1459	1367
PDGFRL	268	97	109	731	203	279
LOC107986919	17	7	7	17	16	17
MTUS1	40738	18671	18620	44761	21271	23130
MIR548V	34	15	18	37	15	37
MTUS1-DT	871	201	149	743	236	228
FGL1	1	0	1	47	4	9
PCM1	27390	14377	13488	25503	13650	13292
ASAH1	16477	22152	19224	12858	20367	18272
ASAH1-AS1	30	20	22	23	25	17
NAT1	1026	498	516	1360	561	615
NAT2	4	5	2	0	2	2
PSD3	573	315	329	675	385	359
LOC107986868	1	2	2	1	4	2
LOC105379303	4	0	1	5	3	7
LOC105379301	0	1	1	0	0	0
LOC100128993	0	3	1	1	0	0
LOC105379300	0	0	0	0	0	0
LOC105379306	0	2	0	0	0	1
SH2D4A	102	91	47	95	69	91
LOC102724881	52	53	40	43	38	46
CSGALNACT1	12164	12732	11302	10558	10325	11514
LOC105379308	92	48	40	62	43	46
LOC107986920	0	3	2	1	0	0
INTS10	5985	3142	3280	5877	3685	3740
LOC105379309	0	0	0	0	0	0
LOC107986921	0	0	0	0	0	0
LPL	0	0	1	0	5	0
LOC105379311	1	0	0	2	4	0
LOC105379310	0	1	0	0	2	0
LOC105379312	0	1	0	0	3	0
SLC18A1	2	3	2	0	3	2
ATP6V1B2	11453	8181	7883	12713	8832	9008
LZTS1	2	6	3	0	1	2
LZTS1-AS1	0	2	1	0	1	0
LOC105379314	0	1	2	0	6	0
LOC107986881	0	2	0	0	1	1
SNORD3F	0	0	0	0	0	0
LOC105379315	0	1	0	0	0	0
LOC105379316	0	0	0	0	1	0
LINC03023	0	1	0	0	1	2
LINC02153	0	0	0	0	0	0
LOC101929172	0	3	0	0	2	1
LOC107986922	1	1	1	0	0	0
GFRA2	2	2	3	0	4	5
LOC105379318	1	1	0	0	0	0
LOC107986923	0	0	0	0	0	0
DOK2	0	2	2	1	3	0
XPO7	7655	3701	3621	8006	3759	4189
NPM2	27	20	10	32	16	20
FGF17	18	16	13	20	12	4
DMTN	7386	4356	4114	3371	2773	2913
FHIP2B	3538	2271	2095	2977	2108	2482
NUDT18	1197	704	714	906	630	651
HR	9	8	6	8	11	8
REEP4	1049	449	492	1187	438	496
LGI3	3	1	0	1	7	3
SFTPC	4	1	2	2	3	3
BMP1	4691	3258	2991	3804	2998	3052
PHYHIP	39	33	29	30	23	29
MIR320A	0	1	0	0	2	1
POLR3D	3530	2372	2198	4327	2898	3053
PIWIL2-DT	53	48	31	27	52	41
PIWIL2	5	4	2	4	5	5
SLC39A14	15723	10053	9346	19257	21731	19943
PPP3CC	3949	2149	2117	4797	2924	3052
SORBS3	3438	3556	3223	3248	2600	3285
PDLIM2	3625	2085	2175	2310	1744	1835
C8orf58	2894	1503	1483	2207	1361	1418
LOC107986876	1501	724	702	1120	654	673
CCAR2	8060	4882	4845	8503	4892	5248
BIN3	1530	937	888	1520	1098	1159
BIN3-IT1	80	48	47	70	61	63
LOC105369180	262	166	145	218	138	167
LOC107986924	5	5	5	11	28	20
EGR3	13	14	15	48	142	151
LOC105379322	0	0	1	0	0	1
LOC105379321	0	1	1	2	1	1
LOC107986926	0	2	2	0	11	2
PEBP4	3	5	3	2	5	6
LOC107986925	0	5	0	0	3	3
LOC105379325	0	2	2	0	1	3
LOC101929237	1	3	1	0	3	0
LOC107984124	18	23	16	22	12	15
RHOBTB2	3047	2078	1953	3060	1829	2086
TNFRSF10B	17720	10231	9846	18825	13553	14164
LOC286059	67	23	19	64	50	44
LOC107986929	22	16	24	16	17	20
LOC254896	478	364	383	377	366	366
TNFRSF10C	3506	2141	2171	2965	2202	2414
TNFRSF10D	3302	1437	1455	2058	1191	1296
TNFRSF10A	1574	1037	1017	2998	1622	1785
TNFRSF10A-DT	250	158	145	326	199	177
