title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	sample day:ch1	subject id:ch1	tissue:ch1	series_id
WB, Day 31, PID 1	GSM2737907	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 1 at Day 31	Homo sapiens	tissue: Whole Blood (WB)	subject id: 1	sample day: D31	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737907/suppl/GSM2737907__52001900930892123014418971280087.CEL.gz	54675	D31	1	Whole Blood (WB)	GSE102459
WB, Day 47, PID 14	GSM2737908	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 14 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 14	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737908/suppl/GSM2737908__52001900930892123014418971280091.CEL.gz	54675	D47	14	Whole Blood (WB)	GSE102459
WB, Day 0, PID 18	GSM2737909	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 18 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 18	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737909/suppl/GSM2737909__52001900930892123014418971280095.CEL.gz	54675	D0	18	Whole Blood (WB)	GSE102459
WB, Day 37, PID 14	GSM2737910	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 14 at Day 37	Homo sapiens	tissue: Whole Blood (WB)	subject id: 14	sample day: D37	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 7 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737910/suppl/GSM2737910__52001900930893123014418971280172.CEL.gz	54675	D37	14	Whole Blood (WB)	GSE102459
WB, Day 30, PID 1	GSM2737911	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 1 at Day 30	Homo sapiens	tissue: Whole Blood (WB)	subject id: 1	sample day: D30	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 2nd vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737911/suppl/GSM2737911__52001900930893123014418971280180.CEL.gz	54675	D30	1	Whole Blood (WB)	GSE102459
WB, Day 37, PID 13	GSM2737912	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 13 at Day 37	Homo sapiens	tissue: Whole Blood (WB)	subject id: 13	sample day: D37	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 7 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737912/suppl/GSM2737912__52001900930900123014419067180600.CEL.gz	54675	D37	13	Whole Blood (WB)	GSE102459
WB, Day 47, PID 12	GSM2737913	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 12 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 12	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737913/suppl/GSM2737913__52001900930890123014418971279944.CEL.gz	54675	D47	12	Whole Blood (WB)	GSE102459
WB, Day 47, PID 18	GSM2737914	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 18 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 18	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737914/suppl/GSM2737914__52001900930890123014418971279946.CEL.gz	54675	D47	18	Whole Blood (WB)	GSE102459
WB, Day 0, PID 12	GSM2737915	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 12 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 12	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737915/suppl/GSM2737915__52001900930890123014418971279950.CEL.gz	54675	D0	12	Whole Blood (WB)	GSE102459
WB, Day 47, PID 10	GSM2737916	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 10 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 10	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737916/suppl/GSM2737916__52001900930890123014418971279953.CEL.gz	54675	D47	10	Whole Blood (WB)	GSE102459
WB, Day 37, PID 4	GSM2737917	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 4 at Day 37	Homo sapiens	tissue: Whole Blood (WB)	subject id: 4	sample day: D37	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 7 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737917/suppl/GSM2737917__52001900930891123014418971280050.CEL.gz	54675	D37	4	Whole Blood (WB)	GSE102459
WB, Day 31, PID 11	GSM2737918	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 11 at Day 31	Homo sapiens	tissue: Whole Blood (WB)	subject id: 11	sample day: D31	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737918/suppl/GSM2737918__52001900930892123014418971280111.CEL.gz	54675	D31	11	Whole Blood (WB)	GSE102459
WB, Day 47, PID 2	GSM2737919	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 2 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 2	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737919/suppl/GSM2737919__52001900930892123014418971280117.CEL.gz	54675	D47	2	Whole Blood (WB)	GSE102459
WB, Day 40, PID 18	GSM2737920	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 18 at Day 40	Homo sapiens	tissue: Whole Blood (WB)	subject id: 18	sample day: D40	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 10 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737920/suppl/GSM2737920__52001900930893123014418971280152.CEL.gz	54675	D40	18	Whole Blood (WB)	GSE102459
